country,year,prct_access_elec,prct_renew_prod,prct_renew_cons
Early-demographic dividend,2015,86.8271544642577,3.48945451945451,23.2788830905664
Early-demographic dividend,2016,88.3494481253503,3.58054808757428,23.2789953267586
Early-demographic dividend,2017,90.5086728796454,3.82554872458336,22.9476250496601
Early-demographic dividend,2018,91.9927109222766,4.56309704277792,23.0553629444334
Early-demographic dividend,2019,92.7976553013368,5.38109417232873,23.4235915027361
Early-demographic dividend,2020,93.4557810564296,6.95663191896709,24.9895503831566
Early-demographic dividend,2021,95.2423338887017,7.32757258635333,..
Early-demographic dividend,2022,95.1575744950744,..,..
Early-demographic dividend,2023,95.7044381043822,..,..
Early-demographic dividend,2024,..,..,..
East Asia & Pacific,2015,96.9500599621312,4.80055549647621,12.9820393664344
East Asia & Pacific,2016,97.0343965831866,6.03188507960079,13.3311956056945
East Asia & Pacific,2017,97.6915359289014,6.99991096590984,13.5844394239657
East Asia & Pacific,2018,97.66096406877,8.11551483664931,13.7870493058758
East Asia & Pacific,2019,97.8752477120245,9.168873495012,14.2375892668268
East Asia & Pacific,2020,97.7976042617313,10.1356822849281,14.8081424064458
East Asia & Pacific,2021,98.1534049450822,11.9697821825448,..
East Asia & Pacific,2022,98.2139059282726,..,..
East Asia & Pacific,2023,98.4044624957692,..,..
East Asia & Pacific,2024,..,..,..
East Asia & Pacific (IDA & IBRD countries),2015,97.3350470103173,4.85929785922643,14.5102816361425
East Asia & Pacific (IDA & IBRD countries),2016,97.4026392373466,6.23434485372004,14.9020380294471
East Asia & Pacific (IDA & IBRD countries),2017,98.1121893727336,7.28000830261852,15.1902273112057
East Asia & Pacific (IDA & IBRD countries),2018,98.0512297506321,8.48168803413261,15.2801719188239
East Asia & Pacific (IDA & IBRD countries),2019,98.2647901194399,9.46921589595843,15.7206717226655
East Asia & Pacific (IDA & IBRD countries),2020,98.1521712499121,10.3335119468216,16.2041019103429
East Asia & Pacific (IDA & IBRD countries),2021,98.5259377999818,12.3604309017169,..
East Asia & Pacific (IDA & IBRD countries),2022,98.5687468444318,..,..
East Asia & Pacific (IDA & IBRD countries),2023,98.7474424069608,..,..
East Asia & Pacific (IDA & IBRD countries),2024,..,..,..
East Asia & Pacific (excluding high income),2015,96.6218250728069,4.84609453385223,14.5349935193322
East Asia & Pacific (excluding high income),2016,96.7165341917277,6.21417291569623,14.9330102136904
East Asia & Pacific (excluding high income),2017,97.4453072983769,7.2584536275619,15.1598217902853
East Asia & Pacific (excluding high income),2018,97.4123829747175,8.45661994077792,15.2617412584325
East Asia & Pacific (excluding high income),2019,97.650096061791,9.4437729463245,15.6869369882801
East Asia & Pacific (excluding high income),2020,97.5651849682476,10.3062348859707,16.1762699381612
East Asia & Pacific (excluding high income),2021,97.9599209910295,12.3288625713211,..
East Asia & Pacific (excluding high income),2022,98.0273720891056,..,..
East Asia & Pacific (excluding high income),2023,98.2376383007189,..,..
East Asia & Pacific (excluding high income),2024,..,..,..
Ecuador,2015,98.8,2.092408477842,13.1
Ecuador,2016,98.7,2.24435250613261,14.8
Ecuador,2017,99.2,2.0339956479863,17
Ecuador,2018,98.7,1.86801162591896,16.3
Ecuador,2019,99.1,1.8561739292019,17.7
Ecuador,2020,98.9,1.84190988223246,20.2
Ecuador,2021,100,1.55742844725896,18.9
Ecuador,2022,100,..,..
Ecuador,2023,98.7,..,..
Ecuador,2024,..,..,..
"Egypt, Arab Rep.",2015,99.3,1.12558481809539,5.3
"Egypt, Arab Rep.",2016,100,1.72659124623206,5.1
"Egypt, Arab Rep.",2017,100,1.65107456341094,4.9
"Egypt, Arab Rep.",2018,100,1.41264841531751,5
"Egypt, Arab Rep.",2019,100,1.48541341337281,6.2
"Egypt, Arab Rep.",2020,100,4.54901136925358,6.7
"Egypt, Arab Rep.",2021,100,5.13248677350747,6.1
"Egypt, Arab Rep.",2022,100,..,..
"Egypt, Arab Rep.",2023,100,..,..
"Egypt, Arab Rep.",2024,..,..,..
El Salvador,2015,95.4,35.1713153985806,21
El Salvador,2016,96,36.7846103255508,20.7
El Salvador,2017,96.8,44.1040577096483,25
El Salvador,2018,97,48.180807706558,23.2
El Salvador,2019,97.4,47.4598155467721,19.4
El Salvador,2020,99.7,53.3756329113924,23.7
El Salvador,2021,97.9,66.8595744680851,21.9
El Salvador,2022,100,..,..
El Salvador,2023,98.3,..,..
El Salvador,2024,..,..,..
Equatorial Guinea,2015,66.1,-26.1739799846035,5.5
Equatorial Guinea,2016,66.2,-24.5929899856938,4.8
Equatorial Guinea,2017,66.4,-23.2985746436609,5
Equatorial Guinea,2018,66.5,-23.3064992614476,4.8
Equatorial Guinea,2019,66.6,-22.8829407566024,7.4
Equatorial Guinea,2020,66.7,-25.6825284090909,6.5
Equatorial Guinea,2021,66.8,-23.7704576976422,5.2
Equatorial Guinea,2022,67,..,4.2
Equatorial Guinea,2023,66.9,..,..
Equatorial Guinea,2024,..,..,..
Eritrea,2015,45.8,5.95454545454546,81.2
Eritrea,2016,46.9,6.56655290102389,81.4
Eritrea,2017,48,6.22849462365591,81.6
Eritrea,2018,49.1,6.04859335038363,80.8
Eritrea,2019,50.3,5.89526184538653,80.6
Eritrea,2020,51.4,5.73300970873786,80.9
Eritrea,2021,52.5,5.05022831050228,80.7
Eritrea,2022,53.4,..,..
Eritrea,2023,54.4,..,..
Eritrea,2024,..,..,..
Estonia,2015,100,15.1611154907371,28.2
Estonia,2016,100,12.7593886104035,27.2
Estonia,2017,100,13.9249240121581,27.5
Estonia,2018,100,15.9640892914914,28.6
Estonia,2019,100,27.886014445174,31.3
Estonia,2020,100,48.3825271470879,40.4
Estonia,2021,100,39.638117712382,38
Estonia,2022,100,..,..
Estonia,2023,100,..,..
Estonia,2024,..,..,..
Eswatini,2015,64.1,79.8263157894737,68.8
Eswatini,2016,63.4,61.5156695156695,64.3
Eswatini,2017,73.5,22.8368298368298,65.3
Eswatini,2018,74,22.6864754098361,65.7
Eswatini,2019,77,38.4753086419753,64.4
Eswatini,2020,80,28.8857677902622,63.7
Eswatini,2021,82.9,27.4765342960289,65.4
Eswatini,2022,82.3,..,64.7
Eswatini,2023,86.4,..,..
Eswatini,2024,..,..,..
Ethiopia,2015,29,-1.05729316116691,91.5
Ethiopia,2016,42.9,-9.90445859872612,90.4
Ethiopia,2017,44.3,-0.762009063444109,90.8
Ethiopia,2018,44.8,-2.72527018654918,90
Ethiopia,2019,48,0.996209350269336,89.3
Ethiopia,2020,51.1,0.822832900652188,90.7
Ethiopia,2021,54.2,6.04250920602106,90.6
Ethiopia,2022,55.4,..,..
Ethiopia,2023,55.4,..,..
Ethiopia,2024,..,..,..
Euro area,2015,100,18.5375831359982,16.3384695385984
Euro area,2016,100,18.6218876361653,16.3515161082474
Euro area,2017,100,20.4487983864082,16.5781248896323
Euro area,2018,100,21.4184811656517,17.5470865076425
Euro area,2019,100,23.7718182809261,18.1354055105348
Euro area,2020,100,26.7724438348339,19.8074872686191
Euro area,2021,100,26.1077845948838,..
Euro area,2022,100,..,..
Euro area,2023,100,..,..
Euro area,2024,..,..,..
Europe & Central Asia,2015,99.1677802593579,11.8428730123442,12.8744480605886
Europe & Central Asia,2016,99.8289902167753,11.9335860987292,12.8866548739741
Europe & Central Asia,2017,99.9641487037409,13.242014888432,12.8819075023182
Europe & Central Asia,2018,99.9707833919463,13.8475140122677,13.4797382823169
Europe & Central Asia,2019,99.9534523781205,15.5491373797082,14.0059727126658
Europe & Central Asia,2020,99.9760274293182,17.6598208169341,15.106449203531
Europe & Central Asia,2021,99.9881931172392,17.1596422499927,..
Europe & Central Asia,2022,99.9977315530878,..,..
Europe & Central Asia,2023,100,..,..
Europe & Central Asia,2024,..,..,..
Europe & Central Asia (IDA & IBRD countries),2015,98.3318925466179,2.68150572331485,6.91555148923036
Europe & Central Asia (IDA & IBRD countries),2016,99.6574040765117,2.92067946917088,7.04015093233689
Europe & Central Asia (IDA & IBRD countries),2017,99.9282316965341,3.27912574728491,6.75633843243037
Europe & Central Asia (IDA & IBRD countries),2018,99.941528994937,3.53339402954204,7.25779989922942
Europe & Central Asia (IDA & IBRD countries),2019,99.906919460474,4.30239487191705,7.59012527634488
Europe & Central Asia (IDA & IBRD countries),2020,99.9520668153849,5.2529469052475,8.02684416318492
Europe & Central Asia (IDA & IBRD countries),2021,99.9763873001269,5.52156425493103,..
Europe & Central Asia (IDA & IBRD countries),2022,99.9954427619778,..,..
Europe & Central Asia (IDA & IBRD countries),2023,100,..,..
Europe & Central Asia (IDA & IBRD countries),2024,..,..,..
Europe & Central Asia (excluding high income),2015,99.7676589877916,2.66520512794269,8.89374944135576
Europe & Central Asia (excluding high income),2016,99.8659600305289,3.44868796424485,9.05362050305208
Europe & Central Asia (excluding high income),2017,99.9182925529991,4.12717864882731,8.68104031424437
Europe & Central Asia (excluding high income),2018,99.9420709286304,5.04092849646711,9.10455322874983
Europe & Central Asia (excluding high income),2019,99.9657744725899,6.36733155564591,10.0324286162535
Europe & Central Asia (excluding high income),2020,99.9774302018769,8.0519354234569,10.0604471757322
Europe & Central Asia (excluding high income),2021,99.9616464835516,8.65890842314953,..
Europe & Central Asia (excluding high income),2022,99.9915875475848,..,..
Europe & Central Asia (excluding high income),2023,100,..,..
Europe & Central Asia (excluding high income),2024,..,..,..
European Union,2015,99.8929116032593,17.911123662679,17.6122764341327
European Union,2016,99.9182637194093,17.9691406839536,17.523235814157
European Union,2017,99.9709724278479,19.6251094877694,17.6857102209371
European Union,2018,99.9717275681447,20.2603476846501,18.7249884796166
European Union,2019,99.9881556120147,22.6275094828861,19.3440009483852
European Union,2020,99.9956022901904,25.5470366479913,21.0591470733795
European Union,2021,99.9970834145942,24.9307765446013,..
European Union,2022,100,..,..
European Union,2023,100,..,..
European Union,2024,..,..,..
Faroe Islands,2015,100,17.7742448330684,7.5
Faroe Islands,2016,100,16.4461247637051,6.3
Faroe Islands,2017,100,17.8582111875561,6
Faroe Islands,2018,100,18.125,5.9
Faroe Islands,2019,100,13.6234136234136,5.4
Faroe Islands,2020,100,11.9714847590954,5.3
Faroe Islands,2021,100,14.4171779141104,5.1
Faroe Islands,2022,100,..,7.9
Faroe Islands,2023,100,..,..
Faroe Islands,2024,..,..,..
Fiji,2015,93.2,7.95721085431081,32.7
Fiji,2016,93.4,5.67636836689125,27.7
Fiji,2017,96,7.04117694666511,28.6
Fiji,2018,95.1,8.56686612736238,25.8
Fiji,2019,96.1,8.85082665840959,26.5
Fiji,2020,97.1,9.86987851595928,31.8
Fiji,2021,92.1,9.95641327887278,29.7
Fiji,2022,92,..,28.4
Fiji,2023,99.3,..,..
Fiji,2024,..,..,..
Finland,2015,100,20.0562253094068,43.2
Finland,2016,100,21.2534578297482,42.4
Finland,2017,100,24.7370229403314,44.4
Finland,2018,100,26.810696952877,44.2
Finland,2019,100,28.3501966496722,45.4
Finland,2020,100,28.9380079980366,47.3
Finland,2021,100,31.0340672748953,50.2
Finland,2022,100,..,..
Finland,2023,100,..,..
Finland,2024,..,..,..
Fragile and conflict affected situations,2015,50.0432237711859,0.896413874609089,57.6932200867948
Fragile and conflict affected situations,2016,54.1757718946072,0.730328812923972,58.0264070642556
Fragile and conflict affected situations,2017,54.5377495544254,-0.336311660739876,58.2811879395165
Fragile and conflict affected situations,2018,54.5154686576955,0.258461708357784,57.5039867109635
Fragile and conflict affected situations,2019,55.4514164250793,-0.0494782040558644,58.3619072174114
Fragile and conflict affected situations,2020,56.3010490504136,1.95590674653171,61.665418044345
Fragile and conflict affected situations,2021,57.8332255929662,1.54699864601737,..
Fragile and conflict affected situations,2022,57.9458706435872,..,..
Fragile and conflict affected situations,2023,58.950109305747,..,..
Fragile and conflict affected situations,2024,..,..,..
France,2015,100,6.2562290589978,13.3
France,2016,100,6.75997569625276,14.2
France,2017,100,7.57946312853234,14.1
France,2018,100,8.33158544691332,15.2
France,2019,100,9.85332525979413,15.5
France,2020,100,11.7659779691869,16.8
France,2021,100,11.2953633731132,16.2
France,2022,100,..,..
France,2023,100,..,..
France,2024,..,..,..
French Polynesia,2015,100,4.78034051331111,7.8
French Polynesia,2016,100,4.79374400418617,8.1
French Polynesia,2017,100,5.20063550366581,8.1
French Polynesia,2018,100,5.42857970510704,7.7
French Polynesia,2019,100,5.77671442160791,7.7
French Polynesia,2020,100,6.24578544348373,8.2
French Polynesia,2021,100,0.621904502396256,7.4
French Polynesia,2022,100,..,7
French Polynesia,2023,100,..,..
French Polynesia,2024,..,..,..
Gabon,2015,87.3,-12.0314699792961,81.9
Gabon,2016,88.1,-10.6188605108055,81.5
Gabon,2017,86.3,-11.1824953445065,90.2
Gabon,2018,89.6,-11.3603603603604,90.3
Gabon,2019,90.3,-16.2470823607869,90.2
Gabon,2020,91.1,-17.3153003650846,91.3
Gabon,2021,91.8,-17.1922336328626,91.3
Gabon,2022,93.5,..,..
Gabon,2023,94.1,..,..
Gabon,2024,..,..,..
"Gambia, The",2015,54.7,1.61640740418875,49
"Gambia, The",2016,56.4,1.42922770659997,48.6
"Gambia, The",2017,56.2,1.42922770659997,48
"Gambia, The",2018,60.3,1.42922770659997,48.1
"Gambia, The",2019,62.1,1.63007488156487,47.4
"Gambia, The",2020,62.2,1.63007488156487,49.8
"Gambia, The",2021,63.7,1.60250694249828,48.6
"Gambia, The",2022,65.4,..,47.7
"Gambia, The",2023,66.9,..,..
"Gambia, The",2024,..,..,..
Georgia,2015,100,-0.00221545278316256,27.5
Georgia,2016,100,0.084326939692414,27.2
Georgia,2017,100,0.770791778683549,27.5
Georgia,2018,99.9,0.707770826473494,27.4
Georgia,2019,100,0.750168690958165,24.7
Georgia,2020,100,0.869253517340264,23.4
Georgia,2021,100,0.844760775009885,25.2
Georgia,2022,100,..,..
Georgia,2023,100,..,..
Georgia,2024,..,..,..
Germany,2015,100,26.1924483541027,14.6
Germany,2016,100,26.0014236319834,14.2
Germany,2017,100,30.0085816163727,15.2
Germany,2018,100,31.9113523236134,16
Germany,2019,100,36.3478037359309,17.1
Germany,2020,100,40.4475013119893,18.5
Germany,2021,100,35.618008802309,17.6
Germany,2022,100,..,..
Germany,2023,100,..,..
Germany,2024,..,..,..
Ghana,2015,74,0.295069204152249,44
Ghana,2016,79.3,0.519695044472681,45.2
Ghana,2017,79,0.464036958066809,45.3
Ghana,2018,80.4,0.435192023633678,42.1
Ghana,2019,83.5,0.531416634599527,42.6
Ghana,2020,85.4,0.508451891141625,40
Ghana,2021,86.3,0.768976149451347,39
Ghana,2022,85.1,..,..
Ghana,2023,89.5,..,..
Ghana,2024,..,..,..
Gibraltar,2015,100,0,0
Gibraltar,2016,100,..,0
Gibraltar,2017,100,..,0
Gibraltar,2018,100,..,0
Gibraltar,2019,100,..,0
Gibraltar,2020,100,..,0
Gibraltar,2021,100,..,0
Gibraltar,2022,100,..,..
Gibraltar,2023,100,..,..
Gibraltar,2024,..,..,..
Greece,2015,100,16.8716119828816,17.5
Greece,2016,100,17.176053492046,16.4
Greece,2017,100,17.8035501031376,16.4
Greece,2018,100,19.5371559460779,17.9
Greece,2019,100,24.8796322954798,18.5
Greece,2020,100,29.451845557605,20.1
Greece,2021,100,29.6693776843644,21.5
Greece,2022,100,..,..
Greece,2023,100,..,..
Greece,2024,..,..,..
Greenland,2015,100,2.33734399005679,13.1
Greenland,2016,100,2.37003892466077,12.4
Greenland,2017,100,2.30911220758937,11.3
Greenland,2018,100,2.38015251788894,11.4
Greenland,2019,100,2.63786423225943,10.9
Greenland,2020,100,2.44468564749102,11.8
Greenland,2021,100,2.5368995746,11.6
Greenland,2022,100,..,11.7
Greenland,2023,100,..,..
Greenland,2024,..,..,..
Grenada,2015,91.4,0.752932091317149,10.5
Grenada,2016,91.8,1.15667718191377,10.4
Grenada,2017,92.2,1.47065357444351,10.2
Grenada,2018,92.3,1.54196374881883,10.7
Grenada,2019,93,1.62491258381669,10.4
Grenada,2020,93.4,1.96742957746479,10.3
Grenada,2021,93.7,1.96573875802998,10.2
Grenada,2022,94.2,..,10
Grenada,2023,94.4,..,..
Grenada,2024,..,..,..
Guam,2015,100,1.79760629627905,2.3
Guam,2016,100,3.8231588592372,4.4
Guam,2017,100,3.57076194731811,3.9
Guam,2018,100,4.29443620433928,4.5
Guam,2019,100,4.46821357715863,4.5
Guam,2020,100,4.69573717836819,4.6
Guam,2021,100,4.80077087647049,4.5
Guam,2022,100,..,6.7
Guam,2023,100,..,..
Guam,2024,..,..,..
Guatemala,2015,90.5,26.9475709887102,63.3
Guatemala,2016,91.8,28.1051998074145,63.2
Guatemala,2017,93.3,21.2990827102444,65
Guatemala,2018,94.2,25.601697912982,64
Guatemala,2019,95.4,30.4666087837349,62.8
Guatemala,2020,96.6,25.12382725242,65.5
Guatemala,2021,97.9,17.6277989288249,62.1
Guatemala,2022,99.1,..,..
Guatemala,2023,100,..,..
Guatemala,2024,..,..,..
Guinea,2015,34.9,0.0151136636409705,76.2
Guinea,2016,33.5,0.0256942137883925,75.3
Guinea,2017,35.4,0.0411412114943974,72
Guinea,2018,45,1.04564228577404,73.2
Guinea,2019,42.2,1.02741229674945,68.3
Guinea,2020,44.7,0.898180378778295,65.8
Guinea,2021,46.8,0.744174980255571,66.8
Guinea,2022,47.7,..,66.6
Guinea,2023,51.1,..,..
Guinea,2024,..,..,..
Guinea-Bissau,2015,20.1,1.91938579654511,87.2
Guinea-Bissau,2016,22.9,1.97784810126582,86.8
Guinea-Bissau,2017,26,1.97784810126582,86.8
Guinea-Bissau,2018,28.4,7.08661417322835,86.6
Guinea-Bissau,2019,30.9,7.08661417322835,86.2
Guinea-Bissau,2020,33.4,7.08661417322835,87.2
Guinea-Bissau,2021,35.8,7.08661417322835,87.4
Guinea-Bissau,2022,37.4,..,87.4
Guinea-Bissau,2023,40.5,..,..
Guinea-Bissau,2024,..,..,..
Guyana,2015,88,6.7408082067015,25
Guyana,2016,89,7.83812993532867,21.3
Guyana,2017,90,7.8252957233849,22.1
Guyana,2018,90.9,7.92429147122944,16.8
Guyana,2019,91.6,7.11173319336483,11.3
Guyana,2020,92.3,7.22518578930286,12
Guyana,2021,92.9,7.10534573018678,13.2
Guyana,2022,93,..,12.1
Guyana,2023,98.9,..,..
Guyana,2024,..,..,..
Haiti,2015,40.8,0.288739172281039,76.1
Haiti,2016,40.4,0.313364055299539,76.1
Haiti,2017,43.3,0.383380547686497,76.2
Haiti,2018,44.4,0.431839847473785,76.2
Haiti,2019,45.4,2.86261682242991,76.4
Haiti,2020,46.3,6.14157527417747,76.3
Haiti,2021,47.2,7.20160481444333,76.7
Haiti,2022,49.3,..,..
Haiti,2023,51.3,..,..
Haiti,2024,..,..,..
Heavily indebted poor countries (HIPC),2015,35.4532334232963,3.5065787392595,76.5530574120486
Heavily indebted poor countries (HIPC),2016,40.5879143859095,3.04270364048052,76.0862841962469
Heavily indebted poor countries (HIPC),2017,41.4761400082642,4.32049523865011,75.9193473348398
Heavily indebted poor countries (HIPC),2018,43.9780559155511,4.57169764246583,75.2520183545811
Heavily indebted poor countries (HIPC),2019,45.0224569328403,5.16911020217995,74.8448133256749
Heavily indebted poor countries (HIPC),2020,46.3405988685198,4.70573583803077,76.0353291030768
Heavily indebted poor countries (HIPC),2021,48.0199412207435,4.3371570503318,..
Heavily indebted poor countries (HIPC),2022,48.7171277289384,..,..
Heavily indebted poor countries (HIPC),2023,50.5311127498598,..,..
Heavily indebted poor countries (HIPC),2024,..,..,..
High income,2015,99.4412560088473,8.63440963349841,10.6050781624931
High income,2016,99.8749399241358,9.2388334374077,10.7845732962853
High income,2017,99.9597217667473,10.3086083002622,11.0890197580437
High income,2018,99.9626510693694,10.8011899508748,11.4686788378903
High income,2019,99.949609679301,11.9551461536379,11.7839130112794
High income,2020,99.9683059772886,13.6324123412992,12.7831808525723
High income,2021,99.9798909354785,14.0891456640562,..
High income,2022,99.9797997493664,..,..
High income,2023,99.9884002141209,..,..
High income,2024,..,..,..
Honduras,2015,90,19.8525478059025,50.8
Honduras,2016,91.6,28.0333440548944,52.7
Honduras,2017,86.5,29.6924710629712,45.6
Honduras,2018,91.6,34.4255100994566,48.9
Honduras,2019,91.1,34.3990235658624,46.2
Honduras,2020,93.1,30.7994662976873,50.2
Honduras,2021,94.1,30.7630395683453,45.9
Honduras,2022,94.4,..,..
Honduras,2023,95.6,..,..
Honduras,2024,..,..,..
"Hong Kong SAR, China",2015,100,0.202520986289834,0.2
"Hong Kong SAR, China",2016,100,0.376313725490196,0.2
"Hong Kong SAR, China",2017,100,0.387134250128333,0.2
"Hong Kong SAR, China",2018,100,0.393265495924285,0.2
"Hong Kong SAR, China",2019,100,0.42231248307609,0.2
"Hong Kong SAR, China",2020,100,0.544822518652498,0.3
"Hong Kong SAR, China",2021,100,0.831898054996646,0.4
"Hong Kong SAR, China",2022,100,..,..
"Hong Kong SAR, China",2023,100,..,..
"Hong Kong SAR, China",2024,..,..,..
Hungary,2015,100,9.86505270092227,15.6
Hungary,2016,100,9.40069588113598,15.3
Hungary,2017,100,9.90429895184566,14.6
Hungary,2018,100,11.0518601677737,13.6
Hungary,2019,100,13.0384065789857,13.6
Hungary,2020,100,15.1302605210421,14.8
Hungary,2021,100,18.5575858250277,15.3
Hungary,2022,100,..,..
Hungary,2023,100,..,..
Hungary,2024,..,..,..
IBRD only,2015,95.1768053412642,4.42189901487908,16.0209177851331
IBRD only,2016,95.836371597902,5.33092315908776,16.2845965537743
IBRD only,2017,96.6040591336246,6.10553650177018,16.3923000534023
IBRD only,2018,97.7498443251445,7.11477632144914,16.6268066421204
IBRD only,2019,97.87719934712,8.05833294048927,17.0666276982215
IBRD only,2020,98.0570730806839,9.41449992979103,18.0085051596372
IBRD only,2021,99.1094167920247,10.8548898891384,..
IBRD only,2022,98.9686574577803,..,..
IBRD only,2023,99.0885820346684,..,..
IBRD only,2024,..,..,..
IDA & IBRD total,2015,84.8020928694012,4.37964016345132,21.6163623919511
IDA & IBRD total,2016,86.1979701404555,5.24074997753859,21.8132582722264
IDA & IBRD total,2017,87.1780648108782,6.0147570247226,21.8333716725747
IDA & IBRD total,2018,88.2029739724979,6.98173536430678,21.9590062576992
IDA & IBRD total,2019,88.5717841906219,7.94566025276626,22.4318628279228
IDA & IBRD total,2020,88.9116377393905,9.17736278501713,23.435247290857
IDA & IBRD total,2021,90.0199738356034,10.5353875827932,..
IDA & IBRD total,2022,89.9613796377975,..,..
IDA & IBRD total,2023,90.3146248872835,..,..
IDA & IBRD total,2024,..,..,..
IDA blend,2015,68.7868324940631,3.67598802832927,61.7521936459909
IDA blend,2016,72.5460349141719,4.28731847487862,60.4836460271951
IDA blend,2017,71.6466137332559,5.50328003923983,59.7969449026188
IDA blend,2018,73.151878223369,5.87198547062814,60.0455922831853
IDA blend,2019,73.9089088089712,6.11070340937229,60.7067624481493
IDA blend,2020,74.4924621989682,6.05534348605923,60.0736911684857
IDA blend,2021,76.4698873250238,6.31818261910715,..
IDA blend,2022,77.0721324965067,..,..
IDA blend,2023,77.9201343756954,..,..
IDA blend,2024,..,..,..
IDA only,2015,46.705998397654,3.23966871011222,69.2695625897768
IDA only,2016,50.6602264813623,2.48198358558493,68.2872983784982
IDA only,2017,54.1427240952534,2.89524305732008,67.1926478978048
IDA only,2018,54.9412739063695,2.78101592073149,66.0568216095439
IDA only,2019,56.734623782158,5.05781041113983,66.1344154982874
IDA only,2020,58.2365188467346,2.8798930395798,67.3560634206125
IDA only,2021,59.7411600659608,1.97049846571533,..
IDA only,2022,60.2901358794059,..,..
IDA only,2023,61.9201921189084,..,..
IDA only,2024,..,..,..
IDA total,2015,54.5223994493809,3.44032856559285,65.4970691927081
IDA total,2016,58.3948761048664,3.30603752363983,64.3516706620498
IDA total,2017,60.3179355432413,4.02573590755373,63.4625486644428
IDA total,2018,61.3544488370868,4.07171847522397,63.0596732632859
IDA total,2019,62.769644320149,5.49096226854412,63.4454503938806
IDA total,2020,63.9370743593769,4.19380175985195,63.7525629244284
IDA total,2021,65.598211852635,3.78701490490498,..
IDA total,2022,66.1569043335558,..,..
IDA total,2023,67.5014937828868,..,..
IDA total,2024,..,..,..
Iceland,2015,100,26.680302143731,78
Iceland,2016,100,27.3790835579515,80.9
Iceland,2017,100,26.9352323526354,80.8
Iceland,2018,100,30.3543295173735,81.4
Iceland,2019,100,30.945197044335,81.7
Iceland,2020,100,31.2315052020704,82.9
Iceland,2021,100,29.6429081268482,82.4
Iceland,2022,100,..,..
Iceland,2023,100,..,..
Iceland,2024,..,..,..
India,2015,88,4.84184605005476,33.4
India,2016,89.6,3.9832387575032,33
India,2017,91.8,4.77156485415497,32.5
India,2018,95.7,5.60539679737644,32.9
India,2019,95.9,6.35327384440851,33.5
India,2020,96.5,9.28554258342319,36.1
India,2021,99.6,9.20447543029223,34.9
India,2022,99.2,..,..
India,2023,99.5,..,..
India,2024,..,..,..
Indonesia,2015,97.5,8.08662643566284,26.6
Indonesia,2016,97.6,8.02110060254748,27.8
Indonesia,2017,98.1,8.98691311092176,25.2
Indonesia,2018,98.5,8.5965183727374,22
Indonesia,2019,98.9,8.09560604666851,19.8
Indonesia,2020,97,8.4805233601994,21.9
Indonesia,2021,99.2,8.65237684146036,20.2
Indonesia,2022,100,..,..
Indonesia,2023,99.4,..,..
Indonesia,2024,..,..,..
"Iran, Islamic Rep.",2015,100,0.0916036246628159,0.9
"Iran, Islamic Rep.",2016,100,0.099988239119456,1
"Iran, Islamic Rep.",2017,99.9,0.0235204068394697,1
"Iran, Islamic Rep.",2018,100,0.268613430994503,1
"Iran, Islamic Rep.",2019,100,0.327941568122055,1
"Iran, Islamic Rep.",2020,100,0.328551778919303,0.9
"Iran, Islamic Rep.",2021,100,0.79148438795092,0.9
"Iran, Islamic Rep.",2022,100,..,..
"Iran, Islamic Rep.",2023,100,..,..
"Iran, Islamic Rep.",2024,..,..,..
Iraq,2015,99.4,0.086988144592334,0.8
Iraq,2016,99.7,0.0714106859670669,0.9
Iraq,2017,99.9,0.0651529031976617,0.5
Iraq,2018,99.9,0.385744916520166,0.5
Iraq,2019,100,0.329091950631,0.9
Iraq,2020,100,0.324937286495835,1.1
Iraq,2021,100,0.995172017680404,1.1
Iraq,2022,100,..,..
Iraq,2023,100,..,..
Iraq,2024,..,..,..
Ireland,2015,100,24.7599747341825,9.5
Ireland,2016,100,22.3216933982295,8.6
Ireland,2017,100,26.4255573119979,10.1
Ireland,2018,100,30.4071551889507,10.8
Ireland,2019,100,35.0717521930529,12.3
Ireland,2020,100,38.6185957669676,13.7
Ireland,2021,100,33.9226301985763,12.7
Ireland,2022,100,..,..
Ireland,2023,100,..,..
Ireland,2024,..,..,..
Isle of Man,2015,100,..,2.2
Isle of Man,2016,100,..,1.9
Isle of Man,2017,100,..,1.9
Isle of Man,2018,100,..,2
Isle of Man,2019,100,..,1.9
Isle of Man,2020,100,..,2
Isle of Man,2021,100,..,3.2
Isle of Man,2022,100,..,2.7
Isle of Man,2023,100,..,..
Isle of Man,2024,..,..,..
Israel,2015,100,2.02318375735683,3.7
Israel,2016,100,2.6341172079134,4
Israel,2017,100,2.87841711735674,3.9
Israel,2018,100,3.10037304225393,3.8
Israel,2019,100,4.71589495507947,4.5
Israel,2020,100,6.20373803331304,5.6
Israel,2021,100,7.63056263212098,6.2
Israel,2022,100,..,..
Israel,2023,100,..,..
Israel,2024,..,..,..
Italy,2015,100,22.3967306611824,16.6
Italy,2016,100,22.6403075574513,16.1
Italy,2017,100,22.8889226920867,16.4
Italy,2018,100,22.6578762063871,17.1
Italy,2019,100,23.6654279520713,17.3
Italy,2020,100,24.7302009403595,18.7
Italy,2021,100,24.5491180306432,17.5
Italy,2022,100,..,..
Italy,2023,100,..,..
Italy,2024,..,..,..
Jamaica,2015,94.9,4.01795245026686,12.1
Jamaica,2016,96.6,5.60562414266118,11.1
